,jaar,maand,brandstof_omschrijving,aantal,cum aantal
1546,1997,nov,Benzine,2355,305356
1547,1997,nov,Diesel,93,19637
1548,1997,nov,LPG,76,8707
1549,1997,dec,Benzine,1258,306614
1550,1997,dec,Diesel,64,19701
1551,1997,dec,LPG,58,8765
1552,1998,jan,Benzine,5901,312515
1553,1998,jan,Diesel,236,19937
1554,1998,jan,LPG,62,8827
1555,1998,feb,Benzine,3644,316159
1556,1998,feb,Diesel,163,20100
1557,1998,feb,LPG,55,8882
1558,1998,mrt,Benzine,4549,320708
1559,1998,mrt,Diesel,193,20293
1560,1998,mrt,LPG,95,8977
1561,1998,apr,Benzine,4723,325431
1562,1998,apr,Diesel,199,20492
1563,1998,apr,LPG,57,9034
1564,1998,mei,Benzine,4930,330361
1565,1998,mei,Diesel,193,20685
1566,1998,mei,LPG,64,9098
1567,1998,jun,Benzine,4824,335185
1568,1998,jun,Diesel,209,20894
1569,1998,jun,LPG,65,9163
1570,1998,jul,Benzine,4761,339946
1571,1998,jul,Diesel,214,21108
1572,1998,jul,Elektriciteit,1,57
1573,1998,jul,LPG,80,9243
1574,1998,aug,Benzine,3377,343323
1575,1998,aug,Diesel,160,21268
1576,1998,aug,Elektriciteit,1,58
1577,1998,aug,LPG,81,9324
1578,1998,sep,Benzine,4167,347490
1579,1998,sep,Diesel,179,21447
1580,1998,sep,LPG,62,9386
1581,1998,okt,Benzine,4559,352049
1582,1998,okt,Diesel,215,21662
1583,1998,okt,LPG,77,9463
1584,1998,nov,Benzine,3535,355584
1585,1998,nov,Diesel,181,21843
1586,1998,nov,LPG,55,9518
1587,1998,dec,Benzine,1853,357437
1588,1998,dec,Diesel,61,21904
1589,1998,dec,LPG,69,9587
1590,1999,jan,Benzine,9028,366465
1591,1999,jan,CNG,1,4
1592,1999,jan,Diesel,352,22256
1593,1999,jan,LPG,43,9630
1594,1999,feb,Benzine,5505,371970
1595,1999,feb,Diesel,239,22495
1596,1999,feb,LPG,53,9683
1597,1999,mrt,Benzine,6956,378926
1598,1999,mrt,Diesel,302,22797
1599,1999,mrt,LPG,76,9759
1600,1999,apr,Benzine,7239,386165
1601,1999,apr,Diesel,257,23054
1602,1999,apr,LPG,80,9839
1603,1999,mei,Benzine,7129,393294
1604,1999,mei,Diesel,264,23318
1605,1999,mei,LPG,56,9895
1606,1999,jun,Benzine,7667,400961
1607,1999,jun,Diesel,280,23598
1608,1999,jun,LPG,124,10019
1609,1999,jul,Benzine,7077,408038
1610,1999,jul,Diesel,280,23878
1611,1999,jul,LPG,151,10170
1612,1999,aug,Benzine,5523,413561
1613,1999,aug,Diesel,220,24098
1614,1999,aug,Elektriciteit,2,60
1615,1999,aug,LPG,110,10280
1616,1999,sep,Benzine,6460,420021
1617,1999,sep,Diesel,263,24361
1618,1999,sep,LPG,110,10390
1619,1999,okt,Benzine,6002,426023
1620,1999,okt,Diesel,268,24629
1621,1999,okt,Elektriciteit,1,61
1622,1999,okt,LPG,136,10526
1623,1999,nov,Benzine,5126,431149
1624,1999,nov,Diesel,230,24859
1625,1999,nov,LPG,118,10644
1626,1999,dec,Benzine,1967,433116
1627,1999,dec,Diesel,99,24958
1628,1999,dec,LPG,125,10769
1629,2000,jan,Benzine,12502,445618
1630,2000,jan,Diesel,503,25461
1631,2000,jan,Elektriciteit,1,62
1632,2000,jan,LPG,109,10878
1633,2000,feb,Benzine,8429,454047
1634,2000,feb,CNG,1,5
1635,2000,feb,Diesel,361,25822
1636,2000,feb,Elektriciteit,1,63
1637,2000,feb,LPG,92,10970
1638,2000,mrt,Benzine,10554,464601
1639,2000,mrt,Diesel,434,26256
1640,2000,mrt,Elektriciteit,1,64
1641,2000,mrt,LPG,116,11086
1642,2000,apr,Benzine,8439,473040
1643,2000,apr,Diesel,508,26764
1644,2000,apr,LPG,85,11171
1645,2000,mei,Benzine,9839,482879
1646,2000,mei,Diesel,457,27221
1647,2000,mei,Elektriciteit,1,65
1648,2000,mei,LPG,101,11272
1649,2000,jun,Benzine,8781,491660
1650,2000,jun,Diesel,343,27564
1651,2000,jun,Elektriciteit,1,66
1652,2000,jun,LPG,73,11345
1653,2000,jul,Benzine,8157,499817
1654,2000,jul,Diesel,274,27838
1655,2000,jul,Elektriciteit,1,67
1656,2000,jul,LPG,111,11456
1657,2000,aug,Benzine,8613,508430
1658,2000,aug,Diesel,272,28110
1659,2000,aug,Elektriciteit,1,68
1660,2000,aug,LPG,83,11539
1661,2000,sep,Benzine,8500,516930
1662,2000,sep,Diesel,275,28385
1663,2000,sep,LPG,68,11607
1664,2000,okt,Benzine,8519,525449
1665,2000,okt,CNG,1,6
1666,2000,okt,Diesel,262,28647
1667,2000,okt,LPG,77,11684
1668,2000,nov,Benzine,7928,533377
1669,2000,nov,Diesel,242,28889
1670,2000,nov,LPG,85,11769
1671,2000,dec,Benzine,4045,537422
1672,2000,dec,Diesel,144,29033
1673,2000,dec,LPG,59,11828
1674,2001,jan,Benzine,14619,552041
1675,2001,jan,Diesel,520,29553
1676,2001,jan,LPG,55,11883
1677,2001,feb,Benzine,8984,561025
1678,2001,feb,Diesel,315,29868
1679,2001,feb,LPG,51,11934
1680,2001,mrt,Benzine,12766,573791
1681,2001,mrt,Diesel,408,30276
1682,2001,mrt,Elektriciteit,1,69
1683,2001,mrt,LPG,52,11986
1684,2001,apr,Benzine,9861,583652
1685,2001,apr,Diesel,396,30672
1686,2001,apr,LPG,56,12042
1687,2001,mei,Benzine,11333,594985
1688,2001,mei,Diesel,448,31120
1689,2001,mei,Elektriciteit,1,70
1690,2001,mei,LPG,68,12110
1691,2001,jun,Benzine,11030,606015
1692,2001,jun,Diesel,472,31592
1693,2001,jun,LPG,61,12171
1694,2001,jul,Benzine,10569,616584
1695,2001,jul,Diesel,401,31993
1696,2001,jul,LPG,53,12224
1697,2001,aug,Benzine,9875,626459
1698,2001,aug,Diesel,372,32365
1699,2001,aug,Elektriciteit,1,71
1700,2001,aug,LPG,50,12274
1701,2001,sep,Benzine,9613,636072
1702,2001,sep,Diesel,356,32721
1703,2001,sep,Elektriciteit,1,72
1704,2001,sep,LPG,54,12328
1705,2001,okt,Benzine,10505,646577
1706,2001,okt,Diesel,358,33079
1707,2001,okt,LPG,66,12394
1708,2001,nov,Benzine,9362,655939
1709,2001,nov,Diesel,340,33419
1710,2001,nov,LPG,49,12443
1711,2001,dec,Benzine,2816,658755
1712,2001,dec,Diesel,130,33549
1713,2001,dec,Elektriciteit,1,73
1714,2001,dec,LPG,61,12504
1715,2002,jan,Benzine,18278,677033
1716,2002,jan,Diesel,751,34300
1717,2002,jan,Elektriciteit,1,74
1718,2002,jan,LPG,62,12566
1719,2002,feb,Benzine,11465,688498
1720,2002,feb,Diesel,446,34746
1721,2002,feb,LPG,82,12648
1722,2002,mrt,Benzine,13391,701889
1723,2002,mrt,CNG,1,7
1724,2002,mrt,Diesel,562,35308
1725,2002,mrt,LPG,68,12716
1726,2002,apr,Benzine,12316,714205
1727,2002,apr,Diesel,523,35831
1728,2002,apr,Elektriciteit,2,76
1729,2002,apr,LPG,53,12769
1730,2002,mei,Benzine,13725,727930
1731,2002,mei,Diesel,531,36362
1732,2002,mei,LPG,58,12827
1733,2002,jun,Benzine,14079,742009
1734,2002,jun,Diesel,491,36853
1735,2002,jun,Elektriciteit,1,77
1736,2002,jun,LPG,54,12881
1737,2002,jul,Benzine,12771,754780
1738,2002,jul,Diesel,505,37358
1739,2002,jul,LPG,72,12953
1740,2002,aug,Benzine,11956,766736
1741,2002,aug,Diesel,463,37821
1742,2002,aug,Elektriciteit,1,78
1743,2002,aug,LPG,63,13016
1744,2002,sep,Benzine,13078,779814
1745,2002,sep,Diesel,450,38271
1746,2002,sep,LPG,60,13076
1747,2002,okt,Benzine,14242,794056
1748,2002,okt,Diesel,538,38809
1749,2002,okt,Elektriciteit,1,79
1750,2002,okt,LPG,77,13153
1751,2002,nov,Benzine,12860,806916
1752,2002,nov,CNG,1,8
1753,2002,nov,Diesel,460,39269
1754,2002,nov,Elektriciteit,1,80
1755,2002,nov,LPG,65,13218
1756,2002,dec,Benzine,9052,815968
1757,2002,dec,Diesel,152,39421
1758,2002,dec,LPG,50,13268
1759,2003,jan,Benzine,22706,838674
1760,2003,jan,Diesel,1141,40562
1761,2003,jan,LPG,61,13329
1762,2003,feb,Benzine,13163,851837
1763,2003,feb,Diesel,641,41203
1764,2003,feb,LPG,49,13378
1765,2003,mrt,Benzine,16485,868322
1766,2003,mrt,Diesel,724,41927
1767,2003,mrt,LPG,63,13441
1768,2003,apr,Benzine,15270,883592
1769,2003,apr,Diesel,773,42700
1770,2003,apr,LPG,70,13511
1771,2003,mei,Benzine,17595,901187
1772,2003,mei,Diesel,839,43539
1773,2003,mei,LPG,52,13563
1774,2003,jun,Benzine,19860,921047
1775,2003,jun,Diesel,745,44284
1776,2003,jun,LPG,55,13618
1777,2003,jul,Benzine,16955,938002
1778,2003,jul,Diesel,717,45001
1779,2003,jul,LPG,58,13676
1780,2003,aug,Benzine,15242,953244
1781,2003,aug,Diesel,608,45609
1782,2003,aug,LPG,50,13726
1783,2003,sep,Benzine,17142,970386
1784,2003,sep,Diesel,675,46284
1785,2003,sep,Elektriciteit,1,81
1786,2003,sep,LPG,53,13779
1787,2003,okt,Benzine,15262,985648
1788,2003,okt,CNG,1,9
1789,2003,okt,Diesel,735,47019
1790,2003,okt,LPG,62,13841
1791,2003,nov,Benzine,12835,998483
1792,2003,nov,Diesel,501,47520
1793,2003,nov,LPG,47,13888
1794,2003,dec,Benzine,5632,1004115
1795,2003,dec,Diesel,168,47688
1796,2003,dec,LPG,50,13938
1797,2004,jan,Benzine,30017,1034132
1798,2004,jan,Diesel,1504,49192
1799,2004,jan,Elektriciteit,1,82
1800,2004,jan,LPG,52,13990
1801,2004,feb,Benzine,17074,1051206
1802,2004,feb,Diesel,827,50019
1803,2004,feb,LPG,45,14035
1804,2004,mrt,Benzine,21736,1072942
1805,2004,mrt,Diesel,978,50997
1806,2004,mrt,Elektriciteit,2,84
1807,2004,mrt,LPG,44,14079
1808,2004,apr,Alcohol,1,1
1809,2004,apr,Benzine,19362,1092304
1810,2004,apr,Diesel,997,51994
1811,2004,apr,LPG,46,14125
1812,2004,mei,Benzine,17815,1110119
1813,2004,mei,CNG,2,11
1814,2004,mei,Diesel,897,52891
1815,2004,mei,LPG,50,14175
1816,2004,jun,Benzine,23074,1133193
1817,2004,jun,Diesel,1137,54028
1818,2004,jun,LPG,55,14230
1819,2004,jul,Benzine,18451,1151644
1820,2004,jul,Diesel,1027,55055
1821,2004,jul,LPG,72,14302
1822,2004,aug,Benzine,15327,1166971
1823,2004,aug,CNG,1,12
1824,2004,aug,Diesel,674,55729
1825,2004,aug,Elektriciteit,1,85
1826,2004,aug,LPG,52,14354
1827,2004,sep,Benzine,18884,1185855
1828,2004,sep,Diesel,920,56649
1829,2004,sep,Elektriciteit,1,86
1830,2004,sep,LPG,62,14416
1831,2004,okt,Benzine,17458,1203313
1832,2004,okt,Diesel,1027,57676
1833,2004,okt,LPG,56,14472
1834,2004,nov,Benzine,15643,1218956
1835,2004,nov,Diesel,866,58542
1836,2004,nov,LPG,66,14538
1837,2004,dec,Benzine,8038,1226994
1838,2004,dec,Diesel,287,58829
1839,2004,dec,Elektriciteit,1,87
1840,2004,dec,LPG,76,14614
1841,2005,jan,Benzine,33027,1260021
1842,2005,jan,CNG,1,13
1843,2005,jan,Diesel,2018,60847
1844,2005,jan,Elektriciteit,1,88
1845,2005,jan,LPG,68,14682
1846,2005,feb,Benzine,16564,1276585
1847,2005,feb,Diesel,1037,61884
1848,2005,feb,LPG,57,14739
1849,2005,mrt,Benzine,23011,1299596
1850,2005,mrt,CNG,1,14
1851,2005,mrt,Diesel,1332,63216
1852,2005,mrt,Elektriciteit,1,89
1853,2005,mrt,LPG,57,14796
1854,2005,apr,Benzine,20784,1320380
1855,2005,apr,Diesel,1379,64595
1856,2005,apr,LPG,87,14883
1857,2005,mei,Benzine,18808,1339188
1858,2005,mei,Diesel,1159,65754
1859,2005,mei,Elektriciteit,1,90
1860,2005,mei,LPG,59,14942
1861,2005,jun,Benzine,23262,1362450
1862,2005,jun,Diesel,1443,67197
1863,2005,jun,LPG,89,15031
1864,2005,jul,Benzine,19685,1382135
1865,2005,jul,Diesel,1111,68308
1866,2005,jul,LPG,77,15108
1867,2005,aug,Benzine,17835,1399970
1868,2005,aug,Diesel,910,69218
1869,2005,aug,LPG,60,15168
1870,2005,sep,Benzine,23043,1423013
1871,2005,sep,Diesel,1161,70379
1872,2005,sep,LPG,69,15237
1873,2005,okt,Benzine,17544,1440557
1874,2005,okt,Diesel,1128,71507
1875,2005,okt,LPG,72,15309
1876,2005,nov,Benzine,17389,1457946
1877,2005,nov,Diesel,1033,72540
1878,2005,nov,LPG,72,15381
1879,2005,dec,Benzine,6059,1464005
1880,2005,dec,CNG,1,15
1881,2005,dec,Diesel,354,72894
1882,2005,dec,LPG,64,15445
1883,2006,jan,Benzine,36813,1500818
1884,2006,jan,CNG,1,16
1885,2006,jan,Diesel,2791,75685
1886,2006,jan,LPG,65,15510
1887,2006,feb,Benzine,21975,1522793
1888,2006,feb,Diesel,1617,77302
1889,2006,feb,LPG,69,15579
1890,2006,mrt,Benzine,29585,1552378
1891,2006,mrt,CNG,1,17
1892,2006,mrt,Diesel,1938,79240
1893,2006,mrt,LPG,70,15649
1894,2006,apr,Benzine,21040,1573418
1895,2006,apr,Diesel,1692,80932
1896,2006,apr,LPG,72,15721
1897,2006,mei,Benzine,23991,1597409
1898,2006,mei,Diesel,1779,82711
1899,2006,mei,Elektriciteit,2,92
1900,2006,mei,LPG,105,15826
1901,2006,mei,Waterstof,1,2
1902,2006,jun,Benzine,29122,1626531
1903,2006,jun,CNG,1,18
1904,2006,jun,Diesel,2050,84761
1905,2006,jun,LPG,92,15918
1906,2006,jul,Benzine,21563,1648094
1907,2006,jul,Diesel,1720,86481
1908,2006,jul,LPG,70,15988
1909,2006,aug,Benzine,20231,1668325
1910,2006,aug,CNG,1,19
1911,2006,aug,Diesel,1616,88097
1912,2006,aug,LPG,88,16076
1913,2006,sep,Benzine,23620,1691945
1914,2006,sep,Diesel,1796,89893
1915,2006,sep,Elektriciteit,1,93
1916,2006,sep,LPG,90,16166
1917,2006,okt,Benzine,21424,1713369
1918,2006,okt,Diesel,1586,91479
1919,2006,okt,LPG,71,16237
1920,2006,nov,Benzine,20266,1733635
1921,2006,nov,Diesel,1118,92597
1922,2006,nov,Elektriciteit,1,94
1923,2006,nov,LPG,68,16305
1924,2006,dec,Benzine,10013,1743648
1925,2006,dec,Diesel,432,93029
1926,2006,dec,LPG,56,16361
1927,2007,jan,Benzine,39454,1783102
1928,2007,jan,CNG,2,21
1929,2007,jan,Diesel,2693,95722
1930,2007,jan,Elektriciteit,1,95
1931,2007,jan,LPG,65,16426
1932,2007,feb,Benzine,24011,1807113
1933,2007,feb,Diesel,1686,97408
1934,2007,feb,LPG,79,16505
1935,2007,mrt,Benzine,31263,1838376
1936,2007,mrt,CNG,2,23
1937,2007,mrt,Diesel,2051,99459
1938,2007,mrt,LPG,87,16592
1939,2007,apr,Alcohol,3,4
1940,2007,apr,Benzine,23437,1861813
1941,2007,apr,CNG,1,24
1942,2007,apr,Diesel,1830,101289
1943,2007,apr,LPG,71,16663
1944,2007,mei,Alcohol,5,9
1945,2007,mei,Benzine,25048,1886861
1946,2007,mei,Diesel,1991,103280
1947,2007,mei,LPG,94,16757
1948,2007,jun,Alcohol,11,20
1949,2007,jun,Benzine,32440,1919301
1950,2007,jun,CNG,1,25
1951,2007,jun,Diesel,2197,105477
1952,2007,jun,LPG,75,16832
1953,2007,jul,Alcohol,3,23
1954,2007,jul,Benzine,23277,1942578
1955,2007,jul,CNG,3,28
1956,2007,jul,Diesel,2004,107481
1957,2007,jul,Elektriciteit,1,96
1958,2007,jul,LPG,86,16918
1959,2007,aug,Alcohol,2,25
1960,2007,aug,Benzine,25519,1968097
1961,2007,aug,CNG,2,30
1962,2007,aug,Diesel,1854,109335
1963,2007,aug,Elektriciteit,1,97
1964,2007,aug,LPG,82,17000
1965,2007,sep,Alcohol,5,30
1966,2007,sep,Benzine,25254,1993351
1967,2007,sep,CNG,8,38
1968,2007,sep,Diesel,1763,111098
1969,2007,sep,Elektriciteit,1,98
1970,2007,sep,LPG,82,17082
1971,2007,okt,Alcohol,5,35
1972,2007,okt,Benzine,24194,2017545
1973,2007,okt,CNG,3,41
1974,2007,okt,Diesel,2010,113108
1975,2007,okt,LPG,71,17153
1976,2007,nov,Benzine,21979,2039524
1977,2007,nov,CNG,7,48
1978,2007,nov,Diesel,1686,114794
1979,2007,nov,LPG,100,17253
1980,2007,dec,Alcohol,2,37
1981,2007,dec,Benzine,7678,2047202
1982,2007,dec,CNG,2,50
1983,2007,dec,Diesel,592,115386
1984,2007,dec,LPG,55,17308
1985,2008,jan,Alcohol,27,64
1986,2008,jan,Benzine,38982,2086184
1987,2008,jan,CNG,3,53
1988,2008,jan,Diesel,3815,119201
1989,2008,jan,LPG,85,17393
1990,2008,feb,Alcohol,28,92
1991,2008,feb,Benzine,32062,2118246
1992,2008,feb,CNG,10,63
1993,2008,feb,Diesel,2730,121931
1994,2008,feb,LPG,70,17463
1995,2008,mrt,Alcohol,32,124
1996,2008,mrt,Benzine,30726,2148972
1997,2008,mrt,CNG,12,75
1998,2008,mrt,Diesel,2509,124440
1999,2008,mrt,Elektriciteit,1,99
2000,2008,mrt,LPG,96,17559
2001,2008,apr,Alcohol,11,135
2002,2008,apr,Benzine,27550,2176522
2003,2008,apr,CNG,7,82
2004,2008,apr,Diesel,2393,126833
2005,2008,apr,Elektriciteit,1,100
2006,2008,apr,LPG,94,17653
2007,2008,mei,Alcohol,16,151
2008,2008,mei,Benzine,30768,2207290
2009,2008,mei,CNG,6,88
2010,2008,mei,Diesel,2192,129025
2011,2008,mei,Elektriciteit,3,103
2012,2008,mei,LPG,90,17743
2013,2008,jun,Alcohol,8,159
2014,2008,jun,Benzine,32331,2239621
2015,2008,jun,CNG,5,93
2016,2008,jun,Diesel,2257,131282
2017,2008,jun,LPG,83,17826
2018,2008,jul,Alcohol,16,175
2019,2008,jul,Benzine,26039,2265660
2020,2008,jul,CNG,7,100
2021,2008,jul,Diesel,2150,133432
2022,2008,jul,Elektriciteit,1,104
2023,2008,jul,LPG,95,17921
2024,2008,aug,Alcohol,9,184
2025,2008,aug,Benzine,26678,2292338
2026,2008,aug,CNG,1,101
2027,2008,aug,Diesel,1827,135259
2028,2008,aug,LPG,88,18009
2029,2008,sep,Alcohol,26,210
2030,2008,sep,Benzine,26902,2319240
2031,2008,sep,CNG,5,106
2032,2008,sep,Diesel,1993,137252
2033,2008,sep,LPG,85,18094
2034,2008,okt,Alcohol,9,219
2035,2008,okt,Benzine,25934,2345174
2036,2008,okt,CNG,4,110
2037,2008,okt,Diesel,2068,139320
2038,2008,okt,Elektriciteit,1,105
2039,2008,okt,LPG,102,18196
2040,2008,nov,Alcohol,9,228
2041,2008,nov,Benzine,19392,2364566
2042,2008,nov,CNG,2,112
2043,2008,nov,Diesel,1513,140833
2044,2008,nov,LPG,68,18264
2045,2008,dec,Alcohol,3,231
2046,2008,dec,Benzine,7033,2371599
2047,2008,dec,CNG,4,116
2048,2008,dec,Diesel,572,141405
2049,2008,dec,Elektriciteit,1,106
2050,2008,dec,LPG,64,18328
2051,2009,jan,Alcohol,15,246
2052,2009,jan,Benzine,36078,2407677
2053,2009,jan,CNG,10,126
2054,2009,jan,Diesel,3356,144761
2055,2009,jan,LPG,69,18397
2056,2009,feb,Alcohol,14,260
2057,2009,feb,Benzine,22742,2430419
2058,2009,feb,CNG,8,134
2059,2009,feb,Diesel,2036,146797
2060,2009,feb,LPG,51,18448
2061,2009,mrt,Alcohol,7,267
2062,2009,mrt,Benzine,24335,2454754
2063,2009,mrt,CNG,20,154
2064,2009,mrt,Diesel,1894,148691
2065,2009,mrt,Elektriciteit,3,109
2066,2009,mrt,LPG,75,18523
2067,2009,apr,Alcohol,79,346
2068,2009,apr,Benzine,21117,2475871
2069,2009,apr,CNG,9,163
2070,2009,apr,Diesel,1973,150664
2071,2009,apr,Elektriciteit,5,114
2072,2009,apr,LPG,64,18587
2073,2009,mei,Alcohol,90,436
2074,2009,mei,Benzine,21868,2497739
2075,2009,mei,CNG,7,170
2076,2009,mei,Diesel,2078,152742
2077,2009,mei,Elektriciteit,5,119
2078,2009,mei,LPG,65,18652
2079,2009,jun,Alcohol,101,537
2080,2009,jun,Benzine,26100,2523839
2081,2009,jun,CNG,7,177
2082,2009,jun,Diesel,2248,154990
2083,2009,jun,Elektriciteit,1,120
2084,2009,jun,LPG,82,18734
2085,2009,jul,Alcohol,457,994
2086,2009,jul,Benzine,24534,2548373
2087,2009,jul,CNG,14,191
2088,2009,jul,Diesel,2207,157197
2089,2009,jul,Elektriciteit,1,121
2090,2009,jul,LPG,91,18825
2091,2009,aug,Alcohol,90,1084
2092,2009,aug,Benzine,21424,2569797
2093,2009,aug,CNG,4,195
2094,2009,aug,Diesel,1579,158776
2095,2009,aug,Elektriciteit,1,122
2096,2009,aug,LPG,57,18882
2097,2009,sep,Alcohol,68,1152
2098,2009,sep,Benzine,26408,2596205
2099,2009,sep,CNG,7,202
2100,2009,sep,Diesel,1915,160691
2101,2009,sep,Elektriciteit,2,124
2102,2009,sep,LPG,76,18958
2103,2009,okt,Alcohol,21,1173
2104,2009,okt,Benzine,27469,2623674
2105,2009,okt,CNG,6,208
2106,2009,okt,Diesel,2181,162872
2107,2009,okt,Elektriciteit,3,127
2108,2009,okt,LPG,80,19038
2109,2009,nov,Alcohol,8,1181
2110,2009,nov,Benzine,22899,2646573
2111,2009,nov,CNG,7,215
2112,2009,nov,Diesel,1649,164521
2113,2009,nov,Elektriciteit,9,136
2114,2009,nov,LPG,65,19103
2115,2009,dec,Alcohol,1,1182
2116,2009,dec,Benzine,9184,2655757
2117,2009,dec,CNG,3,218
2118,2009,dec,Diesel,826,165347
2119,2009,dec,Elektriciteit,14,150
2120,2009,dec,LNG,1,1
2121,2009,dec,LPG,76,19179
2122,2010,jan,Alcohol,20,1202
2123,2010,jan,Benzine,47490,2703247
2124,2010,jan,CNG,22,240
2125,2010,jan,Diesel,3474,168821
2126,2010,jan,Elektriciteit,4,154
2127,2010,jan,LPG,67,19246
2128,2010,feb,Alcohol,15,1217
2129,2010,feb,Benzine,30397,2733644
2130,2010,feb,CNG,10,250
2131,2010,feb,Diesel,2210,171031
2132,2010,feb,Elektriciteit,8,162
2133,2010,feb,LPG,85,19331
2134,2010,mrt,Alcohol,13,1230
2135,2010,mrt,Benzine,37924,2771568
2136,2010,mrt,CNG,17,267
2137,2010,mrt,Diesel,2489,173520
2138,2010,mrt,Elektriciteit,14,176
2139,2010,mrt,LPG,123,19454
2140,2010,apr,Alcohol,6,1236
2141,2010,apr,Benzine,31286,2802854
2142,2010,apr,CNG,12,279
2143,2010,apr,Diesel,2674,176194
2144,2010,apr,Elektriciteit,8,184
2145,2010,apr,LPG,107,19561
2146,2010,mei,Alcohol,7,1243
2147,2010,mei,Benzine,30169,2833023
2148,2010,mei,CNG,10,289
2149,2010,mei,Diesel,2669,178863
2150,2010,mei,Elektriciteit,4,188
2151,2010,mei,LPG,80,19641
2152,2010,jun,Alcohol,10,1253
2153,2010,jun,Benzine,41772,2874795
2154,2010,jun,CNG,17,306
2155,2010,jun,Diesel,3552,182415
2156,2010,jun,Elektriciteit,3,191
2157,2010,jun,LPG,123,19764
2158,2010,jul,Alcohol,4,1257
2159,2010,jul,Benzine,30018,2904813
2160,2010,jul,CNG,15,321
2161,2010,jul,Diesel,3702,186117
2162,2010,jul,Elektriciteit,4,195
2163,2010,jul,LPG,92,19856
2164,2010,aug,Alcohol,3,1260
2165,2010,aug,Benzine,28187,2933000
2166,2010,aug,CNG,12,333
2167,2010,aug,Diesel,3825,189942
2168,2010,aug,Elektriciteit,2,197
2169,2010,aug,LPG,258,20114
2170,2010,sep,Alcohol,15,1275
2171,2010,sep,Benzine,34144,2967144
2172,2010,sep,CNG,10,343
2173,2010,sep,Diesel,4686,194628
2174,2010,sep,Elektriciteit,2,199
2175,2010,sep,LPG,558,20672
2176,2010,okt,Alcohol,27,1302
2177,2010,okt,Benzine,29922,2997066
2178,2010,okt,CNG,9,352
2179,2010,okt,Diesel,5858,200486
2180,2010,okt,Elektriciteit,4,203
2181,2010,okt,LPG,560,21232
2182,2010,nov,Alcohol,8,1310
2183,2010,nov,Benzine,25786,3022852
2184,2010,nov,CNG,35,387
2185,2010,nov,Diesel,5243,205729
2186,2010,nov,Elektriciteit,10,213
2187,2010,nov,LPG,347,21579
2188,2010,dec,Alcohol,1,1311
2189,2010,dec,Benzine,10021,3032873
2190,2010,dec,CNG,6,393
2191,2010,dec,Diesel,2047,207776
2192,2010,dec,Elektriciteit,4,217
2193,2010,dec,LPG,131,21710
2194,2011,jan,Alcohol,20,1331
2195,2011,jan,Benzine,51749,3084622
2196,2011,jan,CNG,29,422
2197,2011,jan,Diesel,9330,217106
2198,2011,jan,Elektriciteit,22,239
2199,2011,jan,LPG,592,22302
2200,2011,feb,Alcohol,25,1356
2201,2011,feb,Benzine,35930,3120552
2202,2011,feb,CNG,17,439
2203,2011,feb,Diesel,5972,223078
2204,2011,feb,Elektriciteit,10,249
2205,2011,feb,LPG,110,22412
2206,2011,mrt,Alcohol,39,1395
2207,2011,mrt,Benzine,39954,3160506
2208,2011,mrt,CNG,9,448
2209,2011,mrt,Diesel,7938,231016
2210,2011,mrt,Elektriciteit,25,274
2211,2011,mrt,LPG,275,22687
2212,2011,apr,Alcohol,64,1459
2213,2011,apr,Benzine,32399,3192905
2214,2011,apr,CNG,10,458
2215,2011,apr,Diesel,7043,238059
2216,2011,apr,Elektriciteit,34,308
2217,2011,apr,LPG,345,23032
2218,2011,mei,Alcohol,63,1522
2219,2011,mei,Benzine,33945,3226850
2220,2011,mei,CNG,14,472
2221,2011,mei,Diesel,7517,245576
2222,2011,mei,Elektriciteit,28,336
2223,2011,mei,LPG,363,23395
2224,2011,jun,Alcohol,80,1602
2225,2011,jun,Benzine,35924,3262774
2226,2011,jun,CNG,14,486
2227,2011,jun,Diesel,6748,252324
2228,2011,jun,Elektriciteit,14,350
2229,2011,jun,LPG,376,23771
2230,2011,jul,Alcohol,95,1697
2231,2011,jul,Benzine,28786,3291560
2232,2011,jul,CNG,57,543
2233,2011,jul,Diesel,6272,258596
2234,2011,jul,Elektriciteit,13,363
2235,2011,jul,LPG,397,24168
2236,2011,aug,Alcohol,53,1750
2237,2011,aug,Benzine,27257,3318817
2238,2011,aug,CNG,18,561
2239,2011,aug,Diesel,5396,263992
2240,2011,aug,Elektriciteit,28,391
2241,2011,aug,LPG,473,24641
2242,2011,sep,Alcohol,77,1827
2243,2011,sep,Benzine,31608,3350425
2244,2011,sep,CNG,14,575
2245,2011,sep,Diesel,5599,269591
2246,2011,sep,Elektriciteit,41,432
2247,2011,sep,LPG,753,25394
2248,2011,okt,Alcohol,43,1870
2249,2011,okt,Benzine,29303,3379728
2250,2011,okt,CNG,17,592
2251,2011,okt,Diesel,6121,275712
2252,2011,okt,Elektriciteit,26,458
2253,2011,okt,LPG,670,26064
2254,2011,nov,Alcohol,108,1978
2255,2011,nov,Benzine,28304,3408032
2256,2011,nov,CNG,19,611
2257,2011,nov,Diesel,5505,281217
2258,2011,nov,Elektriciteit,29,487
2259,2011,nov,LPG,990,27054
2260,2011,dec,Alcohol,23,2001
2261,2011,dec,Benzine,14946,3422978
2262,2011,dec,CNG,4,615
2263,2011,dec,Diesel,2195,283412
2264,2011,dec,Elektriciteit,14,501
2265,2011,dec,LPG,996,28050
